impcParameterOrigId,parameter_name,description,parameter_id
42254,Limb Bud Morphology,Limb Bud Morphology,IMPC_GEL_038_001
42255,Vision/Eye,Vision Eye,IMPC_GEL_039_001
42256,Eye development,Eye Development,IMPC_GEL_040_001
42257,Hearing/Vestibular/Ear,Hearing Vestibular Ear,IMPC_GEL_041_001
42258,Otic vesicle morphology,Otic Vesicle Morphology,IMPC_GEL_042_001
42259,Comment on image,Comment On Image,IMPC_GEL_043_001
42260,Images,Images,IMPC_GEL_044_001
42261,Experimenter ID,Experimenter Id,IMPC_GEL_045_001
42262,Equipment ID,Equipment Id,IMPC_GEL_046_001
42263,Equipment Manufacturer,Equipment Manufacturer,IMPC_GEL_047_001
42264,Equipment Model,Equipment Model,IMPC_GEL_048_001
42265,Fixative,Fixative,IMPC_GEL_049_001
42266,Time of Dissection,Time Of Dissection,IMPC_GEL_050_001
42267,Somite Stage,Somite Stage,IMPC_GEL_051_001
42268,Time of dark cycle start,Time Of Dark Cycle Start,IMPC_GEL_052_001
42269,Time of dark cycle end,Time Of Dark Cycle End,IMPC_GEL_053_001
42270,Date equipment last calibrated,Date Equipment Last Calibrated,IMPC_GEL_054_001
42271,Failure heart looping,Failure Heart Looping,IMPC_GEL_007_002
42272,Absent heartbeat,Absent Heartbeat,IMPC_GEL_008_002
42273,Incomplete embryo turning,Incomplete Embryo Turning,IMPC_GEL_012_002
42274,Pale yolk sac,Pale Yolk Sac,IMPC_GEL_017_002
42275,Pallor,Pallor,IMPC_GEL_036_002
42276,Blebs,Blebs,IMPC_GEL_037_002
42277,Severely Dysmorphic,"",IMPC_GEL_055_001
35564,Response amplitude - BN,Response Amplitude Bn,IMPC_ACS_001_001
35565,Response amplitude - PP1,Response Amplitude Pp1,IMPC_ACS_002_001
35566,Response amplitude - PP2,Response Amplitude Pp2,IMPC_ACS_003_001
35567,Response amplitude - PP3,Response Amplitude Pp3,IMPC_ACS_004_001
35568,Response amplitude - PP4,Response Amplitude Pp4,IMPC_ACS_005_001
35569,Response amplitude - S,Response Amplitude S,IMPC_ACS_006_001
35570,Response amplitude - PP1_S,Response Amplitude Pp1 S,IMPC_ACS_007_001
35571,Response amplitude - PP2_S,Response Amplitude Pp2 S,IMPC_ACS_008_001
35572,Response amplitude - PP3_S,Response Amplitude Pp3 S,IMPC_ACS_009_001
35573,Response amplitude - PP4_S,Response Amplitude Pp4 S,IMPC_ACS_010_001
35574,Light level in chamber,Light Level In Chamber,IMPC_ACS_011_001
35575,Experimenter ID,Experimenter,IMPC_ACS_014_001
35576,Startle stimulus,Startle Pulse,IMPC_ACS_015_001
35577,Background noise,Background Noise,IMPC_ACS_016_001
35578,Pre-pulse stimulus 1,Pre Pulse Stimulus 1,IMPC_ACS_017_001
35579,Pre-pulse stimulus 2,Pre Pulse Stimulus 2,IMPC_ACS_018_001
35580,Pre-pulse stimulus 3,Pre Pulse Stimulus 3,IMPC_ACS_019_001
35581,Pre-pulse stimulus 4,Pre Pulse Stimulus 4,IMPC_ACS_020_001
35582,Inter-trial interval,Inter Trial Interval,IMPC_ACS_021_001
35583,Number of trials,Number Of Trials,IMPC_ACS_022_001
35584,In-chamber adapt time,In Chamber Adapt Time,IMPC_ACS_023_001
35585,Stimulus order,Stimulus Order,IMPC_ACS_024_001
35586,Mouse chamber ID,Mouse Chamber Id,IMPC_ACS_025_001
35587,Equipment ID,Equipment Name,IMPC_ACS_026_001
35588,Equipment manufacturer,Equipment Manufacturer,IMPC_ACS_027_001
35589,Equipment model,Equipment Model,IMPC_ACS_028_001
35590,Software version,Software Version,IMPC_ACS_029_001
35591,Mouse chamber dimension,Mouse Chamber Dimension,IMPC_ACS_030_001
35592,Sound generator manufacturer,Sound Generator,IMPC_ACS_031_001
35593,Sound-proof box dimension,Sound Proof Box Dimension,IMPC_ACS_032_001
35594,% Pre-pulse inhibition - PPI1,Pre Pulse Inhibition Pp1,IMPC_ACS_033_001
35595,% Pre-pulse inhibition - PPI2,Pre Pulse Inhibition Pp2,IMPC_ACS_034_001
35596,% Pre-pulse inhibition - PPI3,Pre Pulse Inhibition Pp3,IMPC_ACS_035_001
35597,% Pre-pulse inhibition - PPI4,Pre Pulse Inhibition Pp4,IMPC_ACS_036_001
35598,% Pre-pulse inhibition - Global,Pre Pulse Inhibition Global,IMPC_ACS_037_001
35599,Date equipment last calibrated,"",IMPC_ACS_038_001
35600,Inter PP-S stimulus interval,"",IMPC_ACS_013_001
35601,Sound generator model,"",IMPC_ACS_039_001
35602,Acoustic startle response measure,"",IMPC_ACS_040_001
42538,Pericardium Morphology,Pericardium Morphology,IMPC_GEL_006_001
42539,Embryo turning,Embryo Turning,IMPC_GEL_011_001
42540,Allantois Morphology,Allantois Morphology,IMPC_GEL_014_001
42541,Vitelline vasculature morphology,Vitelline Vasculature Morphology,IMPC_GEL_015_001
42542,Visceral yolk sac morphology,Visceral Yolk Sac Morphology,IMPC_GEL_018_001
42543,Chorioallantoic fusion,Chorioallantoic Fusion,IMPC_GEL_019_001
42544,Branchial arch morphology,Branchial Arch Morphology,IMPC_GEL_024_001
42545,Neural tube closure,Neural Tube Closure,IMPC_GEL_027_001
42546,Forebrain,Forebrain,IMPC_GEL_028_001
42547,Midbrain,Midbrain,IMPC_GEL_029_001
42548,Hindbrain,Hindbrain,IMPC_GEL_030_001
42549,Embryo Size,Embryo Size,IMPC_GEL_032_001
42550,Tail bud morphology,Tail Bud Morphology,IMPC_GEL_033_001
42551,Limb Bud Morphology,Limb Bud Morphology,IMPC_GEL_038_001
42552,Otic vesicle morphology,Otic Vesicle Morphology,IMPC_GEL_042_001
42553,Comment on image,Comment On Image,IMPC_GEL_043_001
42554,Images,Images,IMPC_GEL_044_001
42555,Experimenter ID,Experimenter Id,IMPC_GEL_045_001
42556,Equipment ID,Equipment Id,IMPC_GEL_046_001
42557,Equipment Manufacturer,Equipment Manufacturer,IMPC_GEL_047_001
42558,Equipment Model,Equipment Model,IMPC_GEL_048_001
42559,Fixative,Fixative,IMPC_GEL_049_001
42560,Time of Dissection,Time Of Dissection,IMPC_GEL_050_001
42561,Somite Stage,Somite Stage,IMPC_GEL_051_001
42562,Time of dark cycle start,Time Of Dark Cycle Start,IMPC_GEL_052_001
42563,Time of dark cycle end,Time Of Dark Cycle End,IMPC_GEL_053_001
42564,Date equipment last calibrated,Date Equipment Last Calibrated,IMPC_GEL_054_001
42565,Pale yolk sac,Pale Yolk Sac,IMPC_GEL_017_002
42566,Pallor,Pallor,IMPC_GEL_036_002
42567,Blebs,Blebs,IMPC_GEL_037_002
42568,Severely Dysmorphic,"",IMPC_GEL_055_001
42569,Edema,"",IMPC_GEL_056_001
42570,Heart looping,"",IMPC_GEL_057_001
42571,Heart morphology,"",IMPC_GEL_058_001
42572,Hemorrhage,"",IMPC_GEL_059_001
42573,Neural tube morphology,"",IMPC_GEL_060_001
42574,Optic vesicle morphology,"",IMPC_GEL_061_001
42575,CRL,"",IMPC_GEL_062_001
42576,Delayed embryonic development,"",IMPC_GEL_063_001
42577,Somite Morphology,"",IMPC_GEL_064_001
42578,Left-right axis patterning,"",IMPC_GEL_065_001
42579,Vascular morphology,"",IMPC_GEL_066_001
23608,Brain - MPATH diagnostic term,"",IMPC_HIS_001_001
23609,Brain - Free text diagnostic term,"",IMPC_HIS_002_001
23610,Brain - MPATH process term,"",IMPC_HIS_003_001
23611,Brain - Severity score,"",IMPC_HIS_004_001
23612,Brain - Descriptor PATO,"",IMPC_HIS_005_001
23613,Brain - Description,"",IMPC_HIS_006_001
23614,Eye with optic nerve - MPATH diagnostic term,"",IMPC_HIS_007_001
23615,Eye with optic nerve - Free text diagnostic term,"",IMPC_HIS_008_001
23616,Eye with optic nerve - MPATH process term,"",IMPC_HIS_009_001
23617,Eye with optic nerve - Severity score,"",IMPC_HIS_010_001
23618,Eye with optic nerve - Descriptor PATO,"",IMPC_HIS_011_001
23619,Eye with optic nerve - Description,"",IMPC_HIS_012_001
23620,Spinal cord - MPATH diagnostic term,"",IMPC_HIS_013_001
23621,Spinal cord - Free text diagnostic term,"",IMPC_HIS_014_001
23622,Spinal cord - MPATH process term,"",IMPC_HIS_015_001
23623,Spinal cord - Severity score,"",IMPC_HIS_016_001
23624,Spinal cord - Descriptor PATO,"",IMPC_HIS_017_001
23625,Spinal cord - Description,"",IMPC_HIS_018_001
23626,Thymus - MPATH diagnostic term,"",IMPC_HIS_019_001
23627,Thymus - Free text diagnostic term,"",IMPC_HIS_020_001
23628,Thymus - MPATH process term,"",IMPC_HIS_021_001
23629,Thymus - Severity score,"",IMPC_HIS_022_001
23630,Thymus - Descriptor PATO,"",IMPC_HIS_023_001
23631,Thymus - Description,"",IMPC_HIS_024_001
23632,Thyroid - MPATH diagnostic term,"",IMPC_HIS_025_001
23633,Thyroid - Free text diagnostic term,"",IMPC_HIS_026_001
23634,Thyroid - MPATH process term,"",IMPC_HIS_027_001
23635,Thyroid - Severity score,"",IMPC_HIS_028_001
23636,Thyroid - Descriptor PATO,"",IMPC_HIS_029_001
23637,Thyroid - Description,"",IMPC_HIS_030_001
23638,Heart - MPATH diagnostic term,"",IMPC_HIS_031_001
23639,Heart - Free text diagnostic term,"",IMPC_HIS_032_001
23640,Heart - MPATH process term,"",IMPC_HIS_033_001
23641,Heart - Severity score,"",IMPC_HIS_034_001
23642,Heart - Descriptor PATO,"",IMPC_HIS_035_001
23643,Heart - Description,"",IMPC_HIS_036_001
23644,Trachea - MPATH diagnostic term,"",IMPC_HIS_037_001
23645,Trachea - Free text diagnostic term,"",IMPC_HIS_038_001
23646,Trachea - MPATH process term,"",IMPC_HIS_039_001
23647,Trachea - Severity score,"",IMPC_HIS_040_001
23648,Trachea - Descriptor PATO,"",IMPC_HIS_041_001
23649,Trachea - Description,"",IMPC_HIS_042_001
23650,Esophagus - MPATH diagnostic term,"",IMPC_HIS_043_001
23651,Esophagus - Free text diagnostic term,"",IMPC_HIS_044_001
23652,Esophagus - MPATH process term,"",IMPC_HIS_045_001
23653,Esophagus - Severity score,"",IMPC_HIS_046_001
23654,Esophagus - Descriptor PATO,"",IMPC_HIS_047_001
23655,Esophagus - Description,"",IMPC_HIS_048_001
23656,Lung - MPATH diagnostic term,"",IMPC_HIS_049_001
23657,Lung - Free text diagnostic term,"",IMPC_HIS_050_001
23658,Lung - MPATH process term,"",IMPC_HIS_051_001
23659,Lung - Severity score,"",IMPC_HIS_052_001
23660,Lung - Descriptor PATO,"",IMPC_HIS_053_001
23661,Lung - Description,"",IMPC_HIS_054_001
23662,Liver - MPATH diagnostic term,"",IMPC_HIS_055_001
23663,Liver - Free text diagnostic term,"",IMPC_HIS_056_001
23664,Liver - MPATH process term,"",IMPC_HIS_057_001
23665,Liver - Severity score,"",IMPC_HIS_058_001
23666,Liver - Descriptor PATO,"",IMPC_HIS_059_001
23667,Liver - Description,"",IMPC_HIS_060_001
23668,Gall bladder - MPATH diagnostic term,"",IMPC_HIS_061_001
23669,Gall bladder - Free text diagnostic term,"",IMPC_HIS_062_001
23670,Gall bladder - MPATH process term,"",IMPC_HIS_063_001
23671,Gall bladder - Severity score,"",IMPC_HIS_064_001
23672,Gall bladder - Descriptor PATO,"",IMPC_HIS_065_001
23673,Gall bladder - Description,"",IMPC_HIS_066_001
23674,Stomach - MPATH diagnostic term,"",IMPC_HIS_067_001
23675,Stomach - Free text diagnostic term,"",IMPC_HIS_068_001
23676,Stomach - MPATH process term,"",IMPC_HIS_069_001
23677,Stomach - Severity score,"",IMPC_HIS_070_001
23678,Stomach - Descriptor PATO,"",IMPC_HIS_071_001
23679,Stomach - Description,"",IMPC_HIS_072_001
23680,Small intestine - MPATH diagnostic term,"",IMPC_HIS_073_001
23681,Small intestine - Free text diagnostic term,"",IMPC_HIS_074_001
23682,Small intestine - MPATH process term,"",IMPC_HIS_075_001
23683,Small intestine - Severity score,"",IMPC_HIS_076_001
23684,Small intestine - Descriptor PATO,"",IMPC_HIS_077_001
23685,Small intestine - Description,"",IMPC_HIS_078_001
23686,Large intestine - MPATH diagnostic term,"",IMPC_HIS_079_001
23687,Large intestine - Free text diagnostic term,"",IMPC_HIS_080_001
23688,Large intestine - MPATH process term,"",IMPC_HIS_081_001
23689,Large intestine - Severity score,"",IMPC_HIS_082_001
23690,Large intestine - Descriptor PATO,"",IMPC_HIS_083_001
23691,Large intestine - Description,"",IMPC_HIS_084_001
23692,Pancreas - MPATH diagnostic term,"",IMPC_HIS_085_001
23693,Pancreas - Free text diagnostic term,"",IMPC_HIS_086_001
23694,Pancreas - MPATH process term,"",IMPC_HIS_087_001
23695,Pancreas - Severity score,"",IMPC_HIS_088_001
23696,Pancreas - Descriptor PATO,"",IMPC_HIS_089_001
23697,Pancreas - Description,"",IMPC_HIS_090_001
23698,Spleen - MPATH diagnostic term,"",IMPC_HIS_091_001
23699,Spleen - Free text diagnostic term,"",IMPC_HIS_092_001
23700,Spleen - MPATH process term,"",IMPC_HIS_093_001
23701,Spleen - Severity score,"",IMPC_HIS_094_001
23702,Spleen - Descriptor PATO,"",IMPC_HIS_095_001
23703,Spleen - Description,"",IMPC_HIS_096_001
23704,Kidney - MPATH diagnostic term,"",IMPC_HIS_097_001
23705,Kidney - Free text diagnostic term,"",IMPC_HIS_098_001
23706,Kidney - MPATH process term,"",IMPC_HIS_099_001
23707,Kidney - Severity score,"",IMPC_HIS_100_001
23708,Kidney - Descriptor PATO,"",IMPC_HIS_101_001
23709,Kidney - Description,"",IMPC_HIS_102_001
23710,Adrenal gland - MPATH diagnostic term,"",IMPC_HIS_103_001
23711,Adrenal gland - Free text diagnostic term,"",IMPC_HIS_104_001
23712,Adrenal gland - MPATH process term,"",IMPC_HIS_105_001
23713,Adrenal gland - Severity score,"",IMPC_HIS_106_001
23714,Adrenal gland - Descriptor PATO,"",IMPC_HIS_107_001
23715,Adrenal gland - Description,"",IMPC_HIS_108_001
23716,Mammary gland - MPATH diagnostic term,"",IMPC_HIS_109_001
23717,Mammary gland - Free text diagnostic term,"",IMPC_HIS_110_001
23718,Mammary gland - MPATH process term,"",IMPC_HIS_111_001
23719,Mammary gland - Severity score,"",IMPC_HIS_112_001
23720,Mammary gland - Descriptor PATO,"",IMPC_HIS_113_001
23721,Mammary gland - Description,"",IMPC_HIS_114_001
23722,Lymph node - MPATH diagnostic term,"",IMPC_HIS_115_001
23723,Lymph node - Free text diagnostic term,"",IMPC_HIS_116_001
23724,Lymph node - MPATH process term,"",IMPC_HIS_117_001
23725,Lymph node - Severity score,"",IMPC_HIS_118_001
23726,Lymph node - Descriptor PATO,"",IMPC_HIS_119_001
23727,Lymph node - Description,"",IMPC_HIS_120_001
23728,Skin - MPATH diagnostic term,"",IMPC_HIS_121_001
23729,Skin - Free text diagnostic term,"",IMPC_HIS_122_001
23730,Skin - MPATH process term,"",IMPC_HIS_123_001
23731,Skin - Severity score,"",IMPC_HIS_124_001
23732,Skin - Descriptor PATO,"",IMPC_HIS_125_001
23733,Skin - Description,"",IMPC_HIS_126_001
23734,Skeletal muscle - MPATH diagnostic term,"",IMPC_HIS_127_001
23735,Skeletal muscle - Free text diagnostic term,"",IMPC_HIS_128_001
23736,Skeletal muscle - MPATH process term,"",IMPC_HIS_129_001
23737,Skeletal muscle - Severity score,"",IMPC_HIS_130_001
23738,Skeletal muscle - Descriptor PATO,"",IMPC_HIS_131_001
23739,Skeletal muscle - Description,"",IMPC_HIS_132_001
23740,Urinary bladder - MPATH diagnostic term,"",IMPC_HIS_133_001
23741,Urinary bladder - Free text diagnostic term,"",IMPC_HIS_134_001
23742,Urinary bladder - MPATH process term,"",IMPC_HIS_135_001
23743,Urinary bladder - Severity score,"",IMPC_HIS_136_001
23744,Urinary bladder - Descriptor PATO,"",IMPC_HIS_137_001
23745,Urinary bladder - Description,"",IMPC_HIS_138_001
23746,Testes - MPATH diagnostic term,"",IMPC_HIS_139_001
23747,Testes - Free text diagnostic term,"",IMPC_HIS_140_001
23748,Testes - MPATH process term,"",IMPC_HIS_141_001
23749,Testes - Severity score,"",IMPC_HIS_142_001
23750,Testes - Descriptor PATO,"",IMPC_HIS_143_001
23751,Testes - Description,"",IMPC_HIS_144_001
23752,Epididymis - MPATH diagnostic term,"",IMPC_HIS_145_001
23753,Epididymis - Free text diagnostic term,"",IMPC_HIS_146_001
23754,Epididymis - MPATH process term,"",IMPC_HIS_147_001
23755,Epididymis - Severity score,"",IMPC_HIS_148_001
23756,Epididymis - Descriptor PATO,"",IMPC_HIS_149_001
23757,Epididymis - Description,"",IMPC_HIS_150_001
23758,Prostate - MPATH diagnostic term,"",IMPC_HIS_151_001
23759,Prostate - Free text diagnostic term,"",IMPC_HIS_152_001
23760,Prostate - MPATH process term,"",IMPC_HIS_153_001
23761,Prostate - Severity score,"",IMPC_HIS_154_001
23762,Prostate - Descriptor PATO,"",IMPC_HIS_155_001
23763,Prostate - Description,"",IMPC_HIS_156_001
23764,Seminal vesicle - MPATH diagnostic term,"",IMPC_HIS_157_001
23765,Seminal vesicle - Free text diagnostic term,"",IMPC_HIS_158_001
23766,Seminal vesicle - MPATH process term,"",IMPC_HIS_159_001
23767,Seminal vesicle - Severity score,"",IMPC_HIS_160_001
23768,Seminal vesicle - Descriptor PATO,"",IMPC_HIS_161_001
23769,Seminal vesicle - Description,"",IMPC_HIS_162_001
23770,Ovary - MPATH diagnostic term,"",IMPC_HIS_163_001
23771,Ovary - Free text diagnostic term,"",IMPC_HIS_164_001
23772,Ovary - MPATH process term,"",IMPC_HIS_165_001
23773,Ovary - Severity score,"",IMPC_HIS_166_001
23774,Ovary - Descriptor PATO,"",IMPC_HIS_167_001
23775,Ovary - Description,"",IMPC_HIS_168_001
23776,Uterus - MPATH diagnostic term,"",IMPC_HIS_169_001
23777,Uterus - Free text diagnostic term,"",IMPC_HIS_170_001
23778,Uterus - MPATH process term,"",IMPC_HIS_171_001
23779,Uterus - Severity score,"",IMPC_HIS_172_001
23780,Uterus - Descriptor PATO,"",IMPC_HIS_173_001
23781,Uterus - Description,"",IMPC_HIS_174_001
23782,Stain,"",IMPC_HIS_175_001
23783,Section thickness,"",IMPC_HIS_176_001
23784,Images,"",IMPC_HIS_177_001
23785,Severity maximum score,"",IMPC_HIS_178_001
23786,Brain - Significance score,"",IMPC_HIS_179_001
23787,Eye with optic nerve - Significance score,"",IMPC_HIS_180_001
23788,Spinal cord - Significance score,"",IMPC_HIS_181_001
23789,Thymus - Significance score,"",IMPC_HIS_182_001
23790,Thyroid - Significance score,"",IMPC_HIS_183_001
23791,Heart - Significance score,"",IMPC_HIS_184_001
23792,Trachea - Significance score,"",IMPC_HIS_185_001
23793,Esophagus - Significance score,"",IMPC_HIS_186_001
23794,Lung - Significance score,"",IMPC_HIS_187_001
23795,Liver - Significance score,"",IMPC_HIS_188_001
23796,Gall bladder - Significance score,"",IMPC_HIS_189_001
23797,Stomach - Significance score,"",IMPC_HIS_190_001
23798,Small intestine - Significance score,"",IMPC_HIS_191_001
23799,Large intestine - Significance score,"",IMPC_HIS_192_001
23800,Pancreas - Significance score,"",IMPC_HIS_193_001
23801,Spleen - Significance score,"",IMPC_HIS_194_001
23802,Kidney - Significance score,"",IMPC_HIS_195_001
23803,Adrenal gland - Significance score,"",IMPC_HIS_196_001
23804,Mammary gland - Significance score,"",IMPC_HIS_197_001
23805,Lymph node - Significance score,"",IMPC_HIS_198_001
23806,Skin - Significance score,"",IMPC_HIS_199_001
23807,Skeletal muscle - Significance score,"",IMPC_HIS_200_001
23808,Urinary bladder - Significance score,"",IMPC_HIS_201_001
23809,Testes - Significance score,"",IMPC_HIS_202_001
23810,Epididymis - Significance score,"",IMPC_HIS_203_001
23811,Prostate - Significance score,"",IMPC_HIS_204_001
23812,Seminal vesicle - Significance score,"",IMPC_HIS_205_001
23813,Ovary - Significance score,"",IMPC_HIS_206_001
23814,Uterus - Significance score,"",IMPC_HIS_207_001
23815,Experimenter ID,"",IMPC_HIS_208_001
23816,Salivary gland - MPATH diagnostic term,"",IMPC_HIS_209_001
23817,Salivary gland - Free text diagnostic term,"",IMPC_HIS_210_001
23818,Salivary gland - MPATH process term,"",IMPC_HIS_211_001
23819,Salivary gland - Severity score,"",IMPC_HIS_212_001
23820,Salivary gland - Descriptor PATO,"",IMPC_HIS_213_001
23821,Salivary gland - Description,"",IMPC_HIS_214_001
23822,Salivary gland - Significance score,"",IMPC_HIS_215_001
23823,Sternum - MPATH diagnostic term,"",IMPC_HIS_216_001
23824,Sternum - Free text diagnostic term,"",IMPC_HIS_217_001
23825,Sternum - MPATH process term,"",IMPC_HIS_218_001
23826,Sternum - Severity score,"",IMPC_HIS_219_001
23827,Sternum - Descriptor PATO,"",IMPC_HIS_220_001
23828,Sternum - Description,"",IMPC_HIS_221_001
23829,Sternum - Significance score,"",IMPC_HIS_222_001
23830,Femur - MPATH diagnostic term,"",IMPC_HIS_223_001
23831,Femur - Free text diagnostic term,"",IMPC_HIS_224_001
23832,Femur - MPATH process term,"",IMPC_HIS_225_001
23833,Femur - Severity score,"",IMPC_HIS_226_001
23834,Femur - Descriptor PATO,"",IMPC_HIS_227_001
23835,Femur - Description,"",IMPC_HIS_228_001
23836,Femur - Significance score,"",IMPC_HIS_229_001
23837,Bone marrow - MPATH diagnostic term,"",IMPC_HIS_230_001
23838,Bone marrow - Free text diagnostic term,"",IMPC_HIS_231_001
23839,Bone marrow - MPATH process term,"",IMPC_HIS_232_001
23840,Bone marrow - Severity score,"",IMPC_HIS_233_001
23841,Bone marrow - Descriptor PATO,"",IMPC_HIS_234_001
23842,Bone marrow - Description,"",IMPC_HIS_235_001
23843,Bone marrow - Significance score,"",IMPC_HIS_236_001
23844,Brown adipose tissue - MPATH diagnostic term,"",IMPC_HIS_237_001
23845,Brown adipose tissue - Free text diagnostic term,"",IMPC_HIS_238_001
23846,Brown adipose tissue - MPATH process term,"",IMPC_HIS_239_001
23847,Brown adipose tissue - Severity score,"",IMPC_HIS_240_001
23848,Brown adipose tissue - Descriptor PATO,"",IMPC_HIS_241_001
23849,Brown adipose tissue - Description,"",IMPC_HIS_242_001
23850,Brown adipose tissue - Significance score,"",IMPC_HIS_243_001
23851,Tibia - MPATH diagnostic term,"",IMPC_HIS_244_001
23852,Tibia - Free text diagnostic term,"",IMPC_HIS_245_001
23853,Tibia - MPATH process term,"",IMPC_HIS_246_001
23854,Tibia - Severity score,"",IMPC_HIS_247_001
23855,Tibia - Descriptor PATO,"",IMPC_HIS_248_001
23856,Tibia - Description,"",IMPC_HIS_249_001
23857,Tibia - Significance score,"",IMPC_HIS_250_001
23858,Knee joint - MPATH diagnostic term,"",IMPC_HIS_251_001
23859,Knee joint - Free text diagnostic term,"",IMPC_HIS_252_001
23860,Knee joint - MPATH process term,"",IMPC_HIS_253_001
23861,Knee joint - Severity score,"",IMPC_HIS_254_001
23862,Knee joint - Descriptor PATO,"",IMPC_HIS_255_001
23863,Knee joint - Description,"",IMPC_HIS_256_001
23864,Knee joint - Significance score,"",IMPC_HIS_257_001
23865,Trigeminal V nerve - MPATH diagnostic term,"",IMPC_HIS_258_001
23866,Trigeminal V nerve - Free text diagnostic term,"",IMPC_HIS_259_001
23867,Trigeminal V nerve - MPATH process term,"",IMPC_HIS_260_001
23868,Trigeminal V nerve - Severity score,"",IMPC_HIS_261_001
23869,Trigeminal V nerve - Descriptor PATO,"",IMPC_HIS_262_001
23870,Trigeminal V nerve - Description,"",IMPC_HIS_263_001
23871,Trigeminal V nerve - Significance score,"",IMPC_HIS_264_001
23872,Nasal cavity - MPATH diagnostic term,"",IMPC_HIS_265_001
23873,Nasal cavity - Free text diagnostic term,"",IMPC_HIS_266_001
23874,Nasal cavity - MPATH process term,"",IMPC_HIS_267_001
23875,Nasal cavity - Severity score,"",IMPC_HIS_268_001
23876,Nasal cavity - Descriptor PATO,"",IMPC_HIS_269_001
23877,Nasal cavity - Description,"",IMPC_HIS_270_001
23878,Nasal cavity - Significance score,"",IMPC_HIS_271_001
23879,Ear - MPATH diagnostic term,"",IMPC_HIS_272_001
23880,Ear - Free text diagnostic term,"",IMPC_HIS_273_001
23881,Ear - MPATH process term,"",IMPC_HIS_274_001
23882,Ear - Severity score,"",IMPC_HIS_275_001
23883,Ear - Descriptor PATO,"",IMPC_HIS_276_001
23884,Ear - Description,"",IMPC_HIS_277_001
23885,Ear - Significance score,"",IMPC_HIS_278_001
23886,Tooth - MPATH diagnostic term,"",IMPC_HIS_279_001
23887,Tooth - Free text diagnostic term,"",IMPC_HIS_280_001
23888,Tooth - MPATH process term,"",IMPC_HIS_281_001
23889,Tooth - Severity score,"",IMPC_HIS_282_001
23890,Tooth - Descriptor PATO,"",IMPC_HIS_283_001
23891,Tooth - Description,"",IMPC_HIS_284_001
23892,Tooth - Significance score,"",IMPC_HIS_285_001
23893,Tongue - MPATH diagnostic term,"",IMPC_HIS_286_001
23894,Tongue - Free text diagnostic term,"",IMPC_HIS_287_001
23895,Tongue - MPATH process term,"",IMPC_HIS_288_001
23896,Tongue - Severity score,"",IMPC_HIS_289_001
23897,Tongue - Descriptor PATO,"",IMPC_HIS_290_001
23898,Tongue - Description,"",IMPC_HIS_291_001
23899,Tongue - Significance score,"",IMPC_HIS_292_001
23900,Sciatic nerve - MPATH diagnostic term,"",IMPC_HIS_293_001
23901,Sciatic nerve - Free text diagnostic term,"",IMPC_HIS_294_001
23902,Sciatic nerve - MPATH process term,"",IMPC_HIS_295_001
23903,Sciatic nerve - Severity score,"",IMPC_HIS_296_001
23904,Sciatic nerve - Descriptor PATO,"",IMPC_HIS_297_001
23905,Sciatic nerve - Description,"",IMPC_HIS_298_001
23906,Sciatic nerve - Significance score,"",IMPC_HIS_299_001
23907,Brain,"",IMPC_HIS_300_001
23908,Eye with optic nerve,"",IMPC_HIS_301_001
23909,Spinal cord,"",IMPC_HIS_302_001
23910,Thymus,"",IMPC_HIS_303_001
23911,Thyroid,"",IMPC_HIS_304_001
23912,Heart,"",IMPC_HIS_305_001
23913,Trachea,"",IMPC_HIS_306_001
23914,Esophagus,"",IMPC_HIS_307_001
23915,Lung,"",IMPC_HIS_308_001
23916,Liver,"",IMPC_HIS_309_001
23917,Gall bladder,"",IMPC_HIS_310_001
23918,Stomach,"",IMPC_HIS_311_001
23919,Small intestine,"",IMPC_HIS_312_001
23920,Large intestine,"",IMPC_HIS_313_001
23921,Pancreas,"",IMPC_HIS_314_001
23922,Spleen,"",IMPC_HIS_315_001
23923,Kidney,"",IMPC_HIS_316_001
23924,Adrenal gland,"",IMPC_HIS_317_001
23925,Mammary gland,"",IMPC_HIS_318_001
23926,Lymph node,"",IMPC_HIS_319_001
23927,Skin,"",IMPC_HIS_320_001
23928,Skeletal muscle,"",IMPC_HIS_321_001
23929,Urinary bladder,"",IMPC_HIS_322_001
23930,Testes,"",IMPC_HIS_323_001
23931,Epididymis,"",IMPC_HIS_324_001
23932,Prostate,"",IMPC_HIS_325_001
23933,Seminal vesicle,"",IMPC_HIS_326_001
23934,Ovary,"",IMPC_HIS_327_001
23935,Uterus,"",IMPC_HIS_328_001
23936,Salivary gland,"",IMPC_HIS_329_001
23937,Sternum,"",IMPC_HIS_330_001
23938,Femur,"",IMPC_HIS_331_001
23939,Bone marrow,"",IMPC_HIS_332_001
23940,Brown adipose tissue,"",IMPC_HIS_333_001
23941,Tibia,"",IMPC_HIS_334_001
23942,Knee joint,"",IMPC_HIS_335_001
23943,Trigeminal V nerve,"",IMPC_HIS_336_001
23944,Nasal cavity,"",IMPC_HIS_337_001
23945,Ear,"",IMPC_HIS_338_001
23946,Tooth,"",IMPC_HIS_339_001
23947,Tongue,"",IMPC_HIS_340_001
23948,Sciatic nerve,"",IMPC_HIS_341_001
23949,Bone - MPATH diagnostic term,"",IMPC_HIS_342_001
