analysis_id,gene_accession_id,gene_symbol,mouse_strain,mouse_life_stage,parameter_id,pvalue,parameter_name
mh9zvl9v2dpd90n,MGI:109564,Kif5a,C57BL,E12.5,HRWLLA_HEM_003_001,0.6247674,Hemoglobin
mhcg9v8a114p416,MGI:1890391,Fstl3,C50BL,Early Adult,MGP_026_001_004,0.8173272,Coat colouration
mheletv9kh12gg8,MGI:1333114,Pigq,C57BL,Early Adult,CCP_LFO_004_001,0.7597189,Esn
mhh5pfse36jh959,MGI:1920150,Ndufv2,C57BL,Late Adult,IMPC_EYE_067_001,0.8823398,Left anterior chamber depth
mhj9fh2s74i4q8d,MGI:1921453,Eif4enif1,C57BL,Early Adult,IMPC_GEL_036_002,0.4767683,Pallor
mhn4476b4o8w24v,MGI:103206,Acod1,C57BL,Early Adult,IMPC_GEO_047_002,0.1416462,Microphthalmia
mi2m409v67ou4dx,MGI:2387603,Ahsa1,C57BL,Early Adult,IMPC_GEP_004_002,0.5886803,Spontaneous movement
mi2rg63ku98xgc7,MGI:1924127,Rab36,C57BL,Early Adult,ESLIM_007_001_010,0.9503621,Center distance travelled
mi96r30872mv1vv,MGI:1289225,Tmem41b,C57BL,E12.5,ESLIM_005_001_006,0.412495,Body length
mio8719gk784508,MGI:1913887,Tsen15,C57BL,Early Adult,JAXLA_CSD_039_001,0.971875,Limb grasp
mio942qfksmke08,MGI:1342774,Ppargc1a,C57BL,E18.5,ESLIM_006_001_017,0.1365831,Shape of ribs
miom657g5h7y1oa,MGI:109271,Zhx1,C57BL,Early Adult,IMPC_ECG_010_001,0.6980438,HRV
miq9e9tpy1rm62s,MGI:1289225,Tmem41b,C57BL,Early Adult,IMPC_XRY_067_001,0.4792061,Caudal processes
mirxpjj7848c7nj,MGI:2137677,Sfxn1,C57BL,Early Adult,IMPC_CSD_071_001,0.5317096,Genitalia - presence
mj0b73kg750ux6f,MGI:1333114,Pigq,C57BL,E9.5,HRWLLA_DXA_002_001,0.05970755,Fat mass
mj2g124vtp6h493,MGI:1913887,Tsen15,C57BL,Early Adult,IMPC_CBC_020_001,0.4109037,Fructosamine
mj408g6841b6bgd,MGI:2444155,Nmnat2,C57BL,Early Adult,IMPC_GEL_060_001,0.438302,Neural tube morphology
mj6934z914g406j,MGI:1859545,Syt7,C57BL,Early Adult,IMPC_GEL_032_001,0.9960272,Embryo Size
mj7n345e642967b,MGI:96877,Klrb1,C57BL,Early Adult,IMPC_CBC_017_001,0.6386431,Triglycerides
mj86052461j8122,MGI:97748,Ctsa,C57BL,Early Adult,IMPC_ABR_008_001,0.6013417,18kHz-evoked ABR Threshold
mj8rghat5595r4i,MGI:1333114,Pigq,C57BL,E9.5,IMPC_CSD_072_001,0.4571755,Genitalia - size
mja05a3580bvy4o,MGI:1859545,Syt7,C57BL,Early Adult,CCP_LFO_007_001,0.5375704,Hqp
mjff36sn518j55i,MGI:1921058,Tex36,C57BL,Early Adult,IMPC_XRY_017_001,0.7824515,Number of caudal vertebrae
mjjk5taa7r3s79k,MGI:88492,Masp1,C55BL,Early Adult,IMPC_CSD_036_001,0.3414551,Startle response
mjk1vsns7p1m316,MGI:1276578,Gfi1b,C57BL,E15.5,IMPC_GEO_047_002,0.4447895,Microphthalmia
mjr69il2a4qob54,MGI:1915690,Dusp23,C57BL,Early Adult,IMPC_CBC_028_001,0.2097459,Creatine kinase
mjy7n1lkmryv42v,MGI:1920150,Ndufv2,C57BL,Early Adult,IMPC_FEA_015_001,0.4461172,Cue Baseline % Freezing Time
mk0c00z8nc6q05x,MGI:2158736,Senp3,C57BL,Early Adult,UCDLA_GRS_010_001,0.6218816,Forelimb grip strength normalised against body weight
mk1kns1dd900fe8,MGI:96877,Klrb1,C57BL,Middle Aged Adult,CCP_LFO_007_001,0.5216991,Hqp
mk4u8qrnlxy9903,MGI:1333114,Pigq,C57BL,E12.5,CCP_XRY_001_001,0.4785749,Skull shape
mk5y926638z42u1,MGI:99402,Adora2a,C57BL,Late Adult,JAXLA_CSD_007_001,0.243183,Coat - color - abdomen
mk87i38f4u9i36a,MGI:2145317,Brd9,C57BL,Late Adult,MGP_026_001_006,0.4869266,Skin condition
mk8uqkl2f70bi7z,MGI:1098713,Parp8,C57BL,Early Adult,ESLIM_007_001_009,0.1188133,Periphery average speed
mkh38lfiz292111,MGI:2142527,Exoc8,C57BL,Early Adult,IMPC_CSD_078_001,0.652679,Vocalization
mkiar7843uy990t,MGI:109564,Kif5a,C57BL,Early Adult,IMPC_CSD_078_001,0.1683426,Vocalization
mkk8g2x4d9u0k90,MGI:1921453,Eif4enif1,C57BL,E15.5,IMPC_EYE_004_001,0.8794032,Eyelid morphology
mko84ml5cxf525p,MGI:2444584,Mysm1,C57BL,Early Adult,IMPC_HEM_033_001,0.7828611,Monocyte differential count
ml465np09z73z00,MGI:893577,Stx4a,C57BL,Early Adult,TCPLA_DXA_007_001,0.9133923,BMC/Body weight
ml4nm224q404r50,MGI:1343176,Timm17b,C57BL,Early Adult,IMPC_CBC_017_001,0.7506149,Triglycerides
ml5330pm44s7745,MGI:1925847,Fhod3,C57BL,E15.5,IMPC_CSD_033_001,0.1745675,Gait
ml61639103746bu,MGI:2443138,Mphosph9,C57BL,Early Adult,UCDLA_GRS_010_001,0.3943628,Forelimb grip strength normalised against body weight
mlj32nu490t536q,MGI:109601,Nck1,C57BL,Early Adult,IMPC_ABR_006_001,0.7010742,12kHz-evoked ABR Threshold
mlok7ef8jj98tzu,MGI:2685530,Pou2af3,C57BL,Early Adult,IMPC_HEM_003_001,0.06084348,Hemoglobin
mlpcd95f8s921a3,MGI:2181202,Pfkfb3,C57BL,Early Adult,ESLIM_019_001_002,0.2015205,IgG3
mlr77679c7213wz,MGI:2180307,Hps5,C57BL,Early Adult,HRWLLA_DXA_002_001,0.5765738,Fat mass
mlyz6p964g54o6a,MGI:109601,Nck1,C57BL,Early Adult,IMPC_IPG_010_001,0.8605404,Fasted blood glucose concentration
mlz241eq7b72334,MGI:97742,Pomc,C57BL,Middle Aged Adult,UCDLA_GRS_011_001,0.8690958,Forelimb and hindlimb grip strength normalised against body weight
mm1f23306lddt8y,MGI:1276578,Gfi1b,C57BL,Early Adult,IMPC_EYE_070_001,0.990597,Left outer nuclear layer
mm204daaeak025l,MGI:2441675,Pgbd1,C57BL,Early Adult,IMPC_EYE_082_001,0.6543987,Iris transilumination
mm22hp45u3m67b2,MGI:97742,Pomc,C57BL,Late Adult,IMPC_EYE_067_001,0.6666736,Left anterior chamber depth
mm421p883uk0lr6,MGI:1919963,Angptl1,C57BL,Early Adult,IMPC_CSD_021_001,0.7502393,Hindlimbs - shape
mm5176a1n872g0g,MGI:3648285,Gm5127,C57BL,Early Adult,IMPC_GEL_032_001,0.4569093,Embryo Size
mm54uq00p710qj2,MGI:1342774,Ppargc1a,C57BL,Early Adult,IMPC_EYE_069_001,0.4581501,Left inner nuclear layer
mm60zjr9n30mi7d,MGI:1924127,Rab36,C57BL,Early Adult,JAX_OFD_013_001,0.7107358,Periphery average speed
mm74y467m7jha0h,MGI:104673,Ptpn12,C57BL,E12.5,JAX_OFD_020_001,0.6424722,Distance travelled - total
mm91jw1w82c892j,MGI:3030482,Or52h1,C57BL,Early Adult,IMPC_CBC_017_001,0.275224,Triglycerides
mm91ko7327x7u98,MGI:2441675,Pgbd1,C57BL,Middle Aged Adult,IMPC_CBC_004_001,0.9035077,Urea (Blood Urea Nitrogen - BUN)
mm91vr6o8eg2256,MGI:99892,Lama1,C57BL,Early Adult,IMPC_CBC_006_001,0.153331,Total protein
mm952tadyr2trd7,MGI:2444584,Mysm1,C57BL,Early Adult,IMPC_DXA_010_001,0.3836069,Bone Area
mma3a2358o13dc6,MGI:2444155,Nmnat2,C57BL,E9.5,JAX_OFD_010_001,0.7765564,Periphery distance travelled
mma3w4z01qs025x,MGI:2142527,Exoc8,C57BL,E9.5,MGP_CSD_008_001,0.9119526,Startle response
mmp6nu9mj5sm9sc,MGI:1346006,Ptpa,C57BL,Early Adult,IMPC_EYE_017_001,0.1898098,Lens Opacity
mmq6g55w5484176,MGI:2146818,Oard1,C57BL,Early Adult,IMPC_XRY_010_001,0.2924747,Shape of ribs
mmx204q7b6kuy33,MGI:2151110,Prelp,C57BL,Early Adult,IMPC_GRS_010_001,0.5241385,Forelimb grip strength normalised against body weight
mn1b92d641c19n7,MGI:1924127,Rab36,C57BL,Early Adult,ESLIM_015_001_012,0.4303567,Lactate dehydrogenase
mn2o34qo7y98703,MGI:1924127,Rab36,C57BL,Early Adult,ESLIM_022_001_001,0.4036449,Body Weight
mn524n6ph85q4q6,MGI:97742,Pomc,C57BL,Middle Aged Adult,IMPC_IPG_011_001,0.6141966,Initial response to glucose challenge
mn552260ko6gw4m,MGI:3030482,Or52h1,C57BL,Early Adult,IMPC_GRS_011_001,0.3404603,Forelimb and hindlimb grip strength normalised against body weight
mn7q08qci3lg200,MGI:1924127,Rab36,C57BL,Early Adult,CCP_LFO_010_001,0.6683439,Hp8
mn919ay96o1ot86,MGI:2442190,Camk1d,C57BL,Early Adult,IMPC_CSD_021_001,0.4941766,Hindlimbs - shape
mna195q388s49a1,MGI:1098713,Parp8,C57BL,Early Adult,IMPC_DXA_004_001,0.6528005,Bone Mineral Density (excluding skull)
mnc183gvn30mb3m,MGI:1915806,Uckl1,C50BL,Early Adult,CCP_XRY_001_001,0.8448736,Skull shape
mnr286g907d59m2,MGI:99402,Adora2a,C57BL,Late Adult,IMPC_HEM_002_001,0.8881604,Red blood cell count
mns2jv99s9tj548,MGI:2444807,Zfp827,C57BL,Late Adult,IMPC_CSD_073_001,0.1967558,Genitalia - morphology
mnsc54va4hltxmz,MGI:107417,Slc50a1,C57BL,Early Adult,IMPC_XRY_067_001,0.8518532,Caudal processes
mnw4u5g92e6f7l3,MGI:1347075,Nbea,C57BL,E18.5,IMPC_GEL_036_002,0.6955278,Pallor
mo3rh4r04z0y534,MGI:1289225,Tmem41b,C57BL,E9.5,JAX_URI_005_001,0.3765056,Glucose
mo477dh8s3jxjj3,MGI:1347075,Nbea,C57BL,Early Adult,IMPC_OFD_014_001,0.497806,Center distance travelled
mo5s6fa40rso436,MGI:1859545,Syt7,C57BL,Early Adult,IMPC_CBC_012_001,0.08754729,Aspartate aminotransferase
mo629n4s7wlle57,MGI:2444807,Zfp827,C57BL,Early Adult,JAXLA_CSD_009_001,0.3528711,Coat - color pattern - head
mo7136g5c1730v9,MGI:3029290,Zfp281,C57BL,Early Adult,ESLIM_007_001_008,0.5316759,Periphery permanence time
moc6cj094250766,MGI:1346006,Ptpa,C57BL,Early Adult,IMPC_CSD_029_001,0.9869144,Activity (body position)
moc6sp529dj8275,MGI:2385261,Cnot3,C57BL,Early Adult,IMPC_FEA_003_001,0.4907855,Conditioning Baseline % Freezing Time
momj1x35x420zd9,MGI:893577,Stx4a,C57BL,Early Adult,IMPC_EYE_082_001,0.6752332,Iris transilumination
mos2331r73e8577,MGI:1276578,Gfi1b,C57BL,Early Adult,IMPC_GRS_011_001,0.4396692,Forelimb and hindlimb grip strength normalised against body weight
moshqc2yoo4bssd,MGI:2145317,Brd9,C57BL,Late Adult,IMPC_GEL_028_001,0.659984,Forebrain
mox021w9g509gt1,MGI:97748,Ctsa,C57BL,Early Adult,IMPC_HEM_027_001,0.5147569,Red blood cell distribution width
moxv2hx2p3029tr,MGI:2137677,Sfxn1,C57BL,Early Adult,JAXLA_CSD_009_001,0.7103798,Coat - color pattern - head
moy17aq0u439cu6,MGI:2441675,Pgbd1,C57BL,Early Adult,JAX_OFD_009_001,0.5574638,Whole arena average speed
mp12ei52ab3cg1x,MGI:109564,Kif5a,C57BL,E18.5,IMPC_EYE_017_001,0.3207286,Lens Opacity
mp1ih7l1vmh6cwt,MGI:1346006,Ptpa,C57BL,Early Adult,MGP_012_001_005,0.7767952,Body Weight
mp405p7r040ekbn,MGI:1349162,Sdc1,C57BL,Early Adult,IMPC_FEA_015_001,0.2497229,Cue Baseline % Freezing Time
mp6p6m78jdb68e3,MGI:1276578,Gfi1b,C57BL,Early Adult,HRWLLA_HEM_029_001,0.9731139,Neutrophil differential count
mp705v67znkchvj,MGI:109564,Kif5a,C57BL,Early Adult,IMPC_CBC_014_001,0.6947126,Alkaline phosphatase
mp730gl29v17o5w,MGI:3648285,Gm5127,C57BL,Early Adult,ESLIM_019_001_002,0.550638,IgG3
mp77t88lh64708s,MGI:99892,Lama1,C57BL,Early Adult,IMPC_YMZ_002_001,0.127215,Total arm entries
mp9p436p6l722bc,MGI:1342273,Gsto1,C57BL,Middle Aged Adult,ESLIM_001_001_157,0.559444,hindlimb thickness
mpd9wvc3r959k20,MGI:1196439,Cbx7,C57BL,Early Adult,IMPC_GEL_030_001,0.1522037,Hindbrain
mpfs4966476hz0z,MGI:1289225,Tmem41b,C57BL,Early Adult,IMPC_ECG_010_001,0.4548744,HRV
mpj5b5751d80g86,MGI:1276578,Gfi1b,C57BL,E15.5,IMPC_CSD_029_001,0.7131147,Activity (body position)
mpv135f81vhtz48,MGI:1921058,Tex36,C57BL,Early Adult,IMPC_GEL_063_001,0.934743,Delayed embryonic development
mq319iy1k7gtg1c,MGI:104673,Ptpn12,C57BL,E12.5,IMPC_EYE_006_001,0.5939681,Narrow eye opening
mq352h497l93p96,MGI:103206,Acod1,C57BL,Early Adult,IMPC_CBC_002_001,0.370064,Potassium
mq47z8wt2q3wpf3,MGI:1343166,Klk6,C57BL,Early Adult,IMPC_DXA_002_001,0.2893059,Fat mass
mq4w6370cag9f06,MGI:1098713,Parp8,C57BL,Early Adult,IMPC_GEL_036_002,0.2989743,Pallor
mq651508q3i9ll5,MGI:1100520,Twf1,C57BL,Early Adult,IMPC_GRS_010_001,0.601817,Forelimb grip strength normalised against body weight
mq7595d134ql5qg,MGI:1289225,Tmem41b,C57BL,Early Adult,IMPC_EYE_068_001,0.09427453,Left total retinal thickness
mqxg6p9hjebe56c,MGI:1918829,Tcta,C57BL,Early Adult,UCD_OWT_029_001,0.117199,Body length
mr3d28u04ecx9z7,MGI:1915051,Pllp,C57BL,Early Adult,IMPC_GEL_033_001,0.4176367,Tail bud morphology
mr64am7khamt2xz,MGI:2146020,Mief1,C57BL,Early Adult,ESLIM_022_001_001,0.793285,Body Weight
mr7c2uzx1l656qq,MGI:1913895,Pspc1,C57BL,Early Adult,IMPC_GEL_018_001,0.07622307,Visceral yolk sac morphology
mr7xidl573q01zr,MGI:109564,Kif5a,C57BL,Early Adult,JAXLA_CSD_015_001,0.3681155,Coat - hair texture / appearance - head
mr8f55p92787d51,MGI:2685530,Pou2af3,C57BL,Early Adult,IMPC_GEO_072_001,0.2119289,Pallor
mra7tl38g67u9sl,MGI:3029290,Zfp281,C57BL,E9.5,IMPC_CBC_017_001,0.8312387,Triglycerides
mrc7htf65jpmc20,MGI:97742,Pomc,C57BL,Middle Aged Adult,ESLIM_006_001_017,0.5150616,Shape of ribs
mrd872d4v0wg4nk,MGI:99402,Adora2a,C57BL,Middle Aged Adult,IMPC_GEL_015_001,0.3865538,Vitelline vasculature morphology
mrf029683z084a8,MGI:3648285,Gm5127,C57BL,Early Adult,IMPC_XRY_018_001,0.1480392,Shape of vertebrae
mrq4j31kx766i77,MGI:1917004,Fbxo7,C57BL,Early Adult,JAXLA_CSD_029_001,0.2029468,Activity (body position)
mrwbwx14bl60cg1,MGI:1925847,Fhod3,C57BL,E15.5,HRWLLA_HEM_031_001,0.1274065,Lymphocyte differential count
mrxkf4n5i86jr9x,MGI:1342774,Ppargc1a,C57BL,E18.5,ESLIM_019_001_002,0.05975748,IgG3
mry8sipvp256071,MGI:2444807,Zfp827,C57BL,Early Adult,HRWLLA_DXA_008_001,0.3474226,Lean/Body weight
ms30ourfr4ck3u6,MGI:1913208,Carm1,C57BL,Early Adult,IMPC_EYE_056_001,0.5317246,Mean left eye lens density
ms3ttf4obn4hc46,MGI:2142527,Exoc8,C57BL,E9.5,IMPC_GEL_014_001,0.3537328,Allantois Morphology
ms8tfel994v4zsd,MGI:2684870,Pom121l2,C57BL,Early Adult,UCDLA_GRS_011_001,0.7043496,Forelimb and hindlimb grip strength normalised against body weight
ms8we000001s9m8,MGI:107417,Slc50a1,C57BL,Early Adult,IMPC_CBC_004_001,0.7584848,Urea (Blood Urea Nitrogen - BUN)
ms92dbj28h8fwfq,MGI:1918328,Adam30,C57BL,Early Adult,UCDLA_GRS_010_001,0.7395745,Forelimb grip strength normalised against body weight
mse3fr2pk9qc5jq,MGI:1921453,Eif4enif1,C57BL,E15.5,IMPC_GEL_014_001,0.7837846,Allantois Morphology
mse4b5ys3710t82,MGI:1289225,Tmem41b,C57BL,Early Adult,IMPC_HWT_008_001,0.2168274,Heart weight
msg9pyl8t163zt4,MGI:1343176,Timm17b,C57BL,Early Adult,IMPC_DXA_002_001,0.7717165,Fat mass
msm4yn06f51o072,MGI:2180307,Hps5,C57BL,Early Adult,IMPC_GRS_011_001,0.9424642,Forelimb and hindlimb grip strength normalised against body weight
mt07u1s6ycj9632,MGI:105120,Dusp1,C57BL,Early Adult,ESLIM_019_001_004,0.5287516,IgG2b
mt11567sc3j8hyn,MGI:1921453,Eif4enif1,C57BL,E15.5,ESLIM_016_001_003,0.4254557,Hemoglobin
mt117413093179q,MGI:2142527,Exoc8,C57BL,Early Adult,ESLIM_008_001_009,0.5857091,Gait
mt1i2ss3gb91396,MGI:1333114,Pigq,C57BL,Early Adult,IMPC_ABR_008_001,0.4761731,18kHz-evoked ABR Threshold
mt1n3z35xdd3228,MGI:1333114,Pigq,C57BL,E9.5,JAXLA_DXA_009_001,0.5981703,Fat/Body weight
mt37s66m41uy6om,MGI:97742,Pomc,C57BL,Middle Aged Adult,IMPC_CBC_058_001,0.2799065,Cholesterol ratio
mt3o43profzq6xo,MGI:1345153,Pacsin2,C57BL,Early Adult,IMPC_CSD_037_001,0.4736739,Unexpected behaviors
mt55w570394cqg3,MGI:1920150,Ndufv2,C57BL,Middle Aged Adult,IMPC_CSD_032_001,0.1339886,Locomotor activity
mt6ph5i1048z6xd,MGI:1921453,Eif4enif1,C57BL,Early Adult,IMPC_GRS_010_001,0.8050543,Forelimb grip strength normalised against body weight
mt74067qhe5ud7c,MGI:2444584,Mysm1,C57BL,Early Adult,IMPC_HEM_005_001,0.08188622,Mean cell volume
mt9o6k1p6ok5ls0,MGI:2444155,Nmnat2,C57BL,E15.5,IMPC_CBC_008_001,0.08520184,Total bilirubin
mtf892730459r45,MGI:1098713,Parp8,C57BL,Early Adult,ESLIM_016_001_003,0.6091344,Hemoglobin
mtl9cto94l6f867,MGI:109564,Kif5a,C57BL,E18.5,IMPC_GEO_047_002,0.7890652,Microphthalmia
mtte795g8xv7k91,MGI:1333114,Pigq,C57BL,E9.5,IMPC_ACS_033_001,0.222217,% Pre-pulse inhibition - PPI1
mu2y4230w47zpa2,MGI:1915051,Pllp,C57BL,Early Adult,IMPC_IPG_010_001,0.8909392,Fasted blood glucose concentration
mu3v0g0231ol2m9,MGI:1920150,Ndufv2,C57BL,E9.5,IMPC_GEL_011_001,0.416589,Embryo turning
mu3wwow0pepd8m9,MGI:2670984,Kics2,C57BL,Early Adult,ESLIM_008_001_016,0.2529992,Trunk curl
mu4e934jh44xl33,MGI:893577,Stx4a,C57BL,Early Adult,IMPC_EYE_018_001,0.5085245,Fusion between cornea and lens
mu60v89p7vcr30p,MGI:2685530,Pou2af3,C57BL,Early Adult,IMPC_GPO_003_001,0.1285338,Placenta Vasculature
mu885pywn141108,MGI:1914836,Ubxn11,C57BL,Early Adult,IMPC_GEL_029_001,0.2869718,Midbrain
muhdzo70cdsd5oo,MGI:1342273,Gsto1,C57BL,Late Adult,IMPC_ABR_008_001,0.5258962,18kHz-evoked ABR Threshold
mum5dq84698fd67,MGI:104673,Ptpn12,C57BL,E9.5,MGP_005_001_001,0.1627768,Weight
muns138b19k5pz9,MGI:1919822,Spats2,C57BL,Early Adult,IMPC_HEM_027_001,0.1912323,Red blood cell distribution width
mupq599cm83ct4s,MGI:2385261,Cnot3,C57BL,Early Adult,JAXLA_CSD_015_001,0.840065,Coat - hair texture / appearance - head
mur7egbs6lrh8sj,MGI:1914836,Ubxn11,C57BL,Early Adult,IMPC_CBC_020_001,0.8388138,Fructosamine
muu3d214cdwmw0f,MGI:2444155,Nmnat2,C57BL,Early Adult,JAXLA_CSD_007_001,0.0550562,Coat - color - abdomen
muvywmh18v13n92,MGI:99402,Adora2a,C57BL,Early Adult,IMPC_OFD_012_001,0.09744299,Periphery permanence time
mux1o8k029b8wsn,MGI:99402,Adora2a,C57BL,Late Adult,JAX_OFD_020_001,0.4347462,Distance travelled - total
muz068dp1ur73oo,MGI:2441675,Pgbd1,C57BL,Early Adult,IMPC_CBC_015_001,0.8330021,Total cholesterol
mv05s938xv8vm9x,MGI:1914727,Abhd15,C57BL,Early Adult,ESLIM_019_001_007,0.5012774,IgE
mv3llyi49u8n14h,MGI:1917004,Fbxo7,C57BL,Early Adult,IMPC_ABR_008_001,0.7968404,18kHz-evoked ABR Threshold
mv4jfj7k9pc6c80,MGI:1098713,Parp8,C57BL,Early Adult,TCPLA_DXA_007_001,0.05991667,BMC/Body weight
mv52il5fxho2qq9,MGI:104899,Mob4,C57BL,E9.5,ESLIM_016_001_006,0.322209,Mean corpuscular hemoglobin
mv68nih128qm33r,MGI:1916947,Camsap3,C57BL,Early Adult,IMPC_GEL_060_001,0.1034289,Neural tube morphology
mv8rb025j14cg34,MGI:2442190,Camk1d,C57BL,Late Adult,IMPC_OFD_019_001,0.2342738,Number of center entries
mv9qi38ew13540o,MGI:1919963,Angptl1,C57BL,Early Adult,HRWLLA_FEA_003_001,0.2125303,Conditioning Baseline % Freezing Time
mv9u7734f4xyuj1,MGI:2444807,Zfp827,C57BL,Middle Aged Adult,ESLIM_007_001_008,0.5805822,Periphery permanence time
mvoy1j7zf1u2bue,MGI:2444807,Zfp827,C57BL,Early Adult,IMPC_FEA_106_001,0.5166086,Difference in Cue Tone and Cue Baseline % Freezing
mvr596244516575,MGI:109564,Kif5a,C57BL,E12.5,IMPC_CBC_001_001,0.8683861,Sodium
mvs2l674f404v10,MGI:1202401,Fgf17,C57BL,Early Adult,IMPC_CBC_010_001,0.5532365,Phosphorus
mw2i4qf6y8jk9hw,MGI:1202401,Fgf17,C57BL,Early Adult,JAXLA_CSD_077_001,0.520866,Contact righting
mw3h003mx9c5572,MGI:1349162,Sdc1,C57BL,Early Adult,IMPC_GEL_024_001,0.6897021,Branchial arch morphology
mw4o8ywu3n0n980,MGI:1919963,Angptl1,C57BL,Early Adult,HRWLLA_DXA_008_001,0.8706651,Lean/Body weight
mw4x3gt2becocdj,MGI:1347075,Nbea,C57BL,Early Adult,IMPC_HEM_032_001,0.3354614,Lymphocyte cell count
mw5wdxgm0523q2e,MGI:2181202,Pfkfb3,C57BL,Early Adult,JAXLA_DXA_007_001,0.6089001,BMC/Body weight
mwesi39du5i44l0,MGI:2442855,Rab39,C57BL,Early Adult,IMPC_EYE_055_001,0.07553338,Max left eye lens density
mwfv7w5czt4e022,MGI:1346006,Ptpa,C57BL,Early Adult,IMPC_OFD_019_001,0.1333969,Number of center entries
mwk1f72sp65jy8m,MGI:95496,Fcer1g,C57BL,Early Adult,IMPC_GEL_036_002,0.7172828,Pallor
mwtifk88irg11g0,MGI:2145317,Brd9,C57BL,E15.5,IMPC_CSD_006_001,0.6192887,Coat - color - head
mww74909521ckpp,MGI:1915806,Uckl1,C57BL,Early Adult,ESLIM_007_001_009,0.6144147,Periphery average speed
mwwi5946k741q7h,MGI:96877,Klrb1,C57BL,Early Adult,IMPC_CSD_029_001,0.6757369,Activity (body position)
mx115v49h5ok47d,MGI:97742,Pomc,C57BL,Middle Aged Adult,ESLIM_008_001_002,0.1741445,Tremor
mx422q46cn872g6,MGI:1351477,Cars1,C57BL,Early Adult,IMPC_EYE_006_001,0.2367767,Narrow eye opening
mx6k7i017e6o3yo,MGI:1276578,Gfi1b,C57BL,E15.5,IMPC_ECG_002_001,0.6471995,HR
mx6kmo15p74to4l,MGI:99402,Adora2a,C57BL,Early Adult,JAXLA_CSD_015_001,0.4380678,Coat - hair texture / appearance - head
mx6w2z996ls337m,MGI:1276578,Gfi1b,C57BL,Early Adult,ESLIM_007_001_013,0.6581625,Center average speed
mx81zeyks96s64u,MGI:1918829,Tcta,C57BL,Early Adult,IMPC_EYE_059_001,0.3727267,Mean right eye lens density
mx9q1nh5rq3ca91,MGI:2685530,Pou2af3,C57BL,Early Adult,IMPC_HWT_008_001,0.9066947,Heart weight
mxl815422js9491,MGI:1351477,Cars1,C57BL,Early Adult,IMPC_OFD_016_001,0.6813911,Center permanence time
mxm3798jx22f697,MGI:1913895,Pspc1,C57BL,Early Adult,IMPC_EYE_027_001,0.9658994,Persistence of hyaloid vascular system
mxna6vr37fq8556,MGI:97748,Ctsa,C57BL,Early Adult,IMPC_FEA_107_001,9.779955e-12,Difference in Conditioning Post-shock and Conditioning Baseline % Freezing
mxuo484i7ap8u02,MGI:104673,Ptpn12,C57BL,E9.5,IMPC_CBC_001_001,0.6095368,Sodium
mxvp755hq03959r,MGI:1921453,Eif4enif1,C57BL,E15.5,IMPC_OFD_014_001,0.8308648,Center distance travelled
mxx0qguh73p746y,MGI:1343166,Klk6,C57BL,Early Adult,JAXLA_DXA_009_001,0.4150735,Fat/Body weight
mxy1i487m0y28cm,MGI:2686460,Prob1,C57BL,Early Adult,IMPC_GEL_030_001,0.3206686,Hindbrain
my058u2711ovq04,MGI:1919822,Spats2,C57BL,Early Adult,CCP_LFO_010_001,0.9994792,Hp8
my0n32c2anv57p2,MGI:1345153,Pacsin2,C57BL,Early Adult,ESLIM_015_001_024,0.8652945,LDL-cholesterol
my3p8max80mu08h,MGI:1921453,Eif4enif1,C57BL,Early Adult,IMPC_CSD_073_001,0.2266619,Genitalia - morphology
my4qwm0q2839mq9,MGI:2441675,Pgbd1,C57BL,Early Adult,IMPC_FEA_015_001,0.1393288,Cue Baseline % Freezing Time
my66vbbw3wns1hl,MGI:1921058,Tex36,C57BL,Early Adult,IMPC_ABR_010_001,0.9999769,24kHz-evoked ABR Threshold
my8ffd07h9kya26,MGI:1915690,Dusp23,C57BL,Early Adult,ESLIM_007_001_009,0.5607896,Periphery average speed
my8uiu59jpqf73z,MGI:109564,Kif5a,C57BL,E12.5,JAXLA_CSD_009_001,0.9440455,Coat - color pattern - head
my92n68364rx30h,MGI:1916778,1700030J22Rik,C57BL,Early Adult,IMPC_CBC_020_001,0.5511304,Fructosamine
my9k644622517se,MGI:104899,Mob4,C57BL,Early Adult,IMPC_GEL_056_001,0.6830948,Edema
myc0e7ep94do8lm,MGI:109271,Zhx1,C57BL,Early Adult,HRWLLA_FEA_003_001,0.3561679,Conditioning Baseline % Freezing Time
myf8y8817eiitig,MGI:1345153,Pacsin2,C57BL,Early Adult,JAXLA_DXA_009_001,0.9958363,Fat/Body weight
myhl4rk9ped391a,MGI:1346006,Ptpa,C57BL,Early Adult,IMPC_XRY_018_001,0.2440498,Shape of vertebrae
myk21q1pxdq5j9g,MGI:1347075,Nbea,C57BL,E18.5,IMPC_GEL_011_001,0.4191592,Embryo turning
mym3ix61wyftwfu,MGI:1920150,Ndufv2,C57BL,Late Adult,IMPC_EYE_012_001,0.3907579,Pupil Shape
myqw1822jy44274,MGI:2387404,Catsper2,C57BL,Early Adult,JAXLA_CSD_077_001,0.7712096,Contact righting
mywl01u5m7u85hn,MGI:1914727,Abhd15,C57BL,Early Adult,IMPC_EYE_024_001,0.7287455,Retinal Blood Vessels
myx88f59968c9c4,MGI:1918328,Adam30,C57BL,Early Adult,JAXLA_DXA_007_001,0.2610598,BMC/Body weight
